Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
11/5/2023,Boulder,meadow-day-use-area-snail-trail-left,Snail Trail Left,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Sendage,V5,7b,31,-,Attempt,,Pads,3,Didn't try too much but sam was working on it.,,,V5
11/5/2023,Boulder,meadow-day-use-area-ground-chuck,Ground Chuck,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Mountain Project,V5,7b,31,-,Attempt,,Pads,10,"Super fun, techy heels, didn't have enough pads and Sam broke his ankle.",,,V5
11/9/2023,Boulder,the-garden-climbing-austin-powers,Austin Powers,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V5,,31,-,Sent,,Pads,2,"Tried hard but still not bad, left hand just sucks.",,,V5
11/9/2023,Boulder,the-garden-climbing-octernal-direct,Octernal Direct,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,,42,-,Sent,,Pads,2,"Pretty easy, mantle didn't matter too much with right hand edge. But was mental to get over it. Did it in iso first. Start gave me a bit of trouble.",,,V6
11/9/2023,Boulder,the-garden-climbing-slam-dunk,Slam Dunk,The Garden Climbing,OR,Garden Main,E's Boulder,Mountain Project,V7,,42,-,Attempt,,Pads,6,"So hard, and best hold is breaking.",,,V7
11/9/2023,Boulder,the-garden-climbing-e's-dirty-b,E's Dirty B,The Garden Climbing,OR,Garden Main,E's Dirty B,Mountain Project,V5,,31,-,Attempt,,Pads,5,Still not sure how to make that big move. Zach isolates left hand with a left foot.,,,V6
11/9/2023,Boulder,the-garden-climbing-undertow-sit-(rightside),Undertow Sit (Rightside),The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V7,,42,-,Attempt,,Pads,10,"So close, got to the top and had no idea what I was doing.",,,V7
11/17/2023,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,30,"Still scared of start fall. Crimp feels impossible. Worked getting to crimp. Michael shoves his hips in a knee deep to isolate thumb right, Zach uses a wide drop knee to switch right to Gaston, liking that more.",,,V10
11/25/2023,Boulder,berkeley-indian-rock-traverse,Indian Rock Traverse,Berkeley,CA,Indian Rock,The Pit,Mountain Project,V5,,31,-,Attempt,,Pads,5,"So pumpy, barely made it to overhung section before the bubble.",,,V5
11/25/2023,Boulder,berkeley-embryonic-journey,Embryonic Journey,Berkeley,CA,Indian Rock,The Pit,Mountain Project,V3,,21,-,Attempt,,Pads,2,"Did the crux in a couple moves and then hopped off, fuck that.",,,V3
11/25/2023,Boulder,berkeley-the-bubble,The Bubble,Berkeley,CA,Indian Rock,The Pit,Mountain Project,V5,,31,-,Attempt,,Pads,10,"Super scary, could never get my fingers in the pocket, not for lack of trying. I keep right foot off, twist and pull in. So far. So scary.",,,V5
11/25/2023,Boulder,berkeley-the-great-stone-face,The Great Stone Face,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V7,,42,-,Attempt,,Pads,40,"In love, couldn't send but 100% could if I had. more skin. Cross start works best for me with a left hand meat hook undercling locked off. Unwind with a heel to match left in. Bring left foot up and drop right toe. Go left hand, posture up with right foot high and left foot flagged to get last hold. I like bringing right foot up and backflag to get left over the lip, matching right. There was an edge at the top to mantle.",,,V7
11/25/2023,Boulder,berkeley-anger-management,Anger Management,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V10,,55,-,Attempt,,Pads,3,"Gave the holds a try, very hard.",,,V10
11/27/2023,Boulder,the-garden-climbing-raphael-crack,Raphael Crack,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V0+,,8,-,Sent,,Pads,3,Up up up up I'm bad at crack.,,,V1
11/27/2023,Boulder,the-garden-climbing-donatello,Donatello,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V2-,,16,-,Sent,,Pads,10,Fucking hard? not really but I started low.,,,V2-
11/27/2023,Boulder,the-garden-climbing-leonardo,Leonardo,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V3,,21,-,Sent,,Pads,5,"Right hand up with a right heel, match left to good part, went up and right.",,,V3
11/27/2023,Boulder,the-garden-climbing-michelangelo,Michelangelo,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,-,V4,,25,-,Sent,,Pads,15,"What the fuck Paul, that's hard.",,,V4
11/27/2023,Boulder,the-garden-climbing-turtle-traverse-(early-exit),Turtle Traverse (Early Exit),The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V4,,25,-,Sent,,Pads,15,Early exit onto Michelangelo.,,,V4
11/27/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,3,Heel up to hold??,,,V8
11/27/2023,Boulder,the-garden-climbing-project-mayhem,Project Mayhem,The Garden Climbing,OR,Garden Main,Tyler Durden Boulder,Mountain Project,V1-2,7b,15,-,Attempt,,Pads,,Still don't understand how to go left.,,,V1-2
11/27/2023,Boulder,the-garden-climbing-dr.-evil,Dr. Evil,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V3,7b,21,-,Attempt,,Pads,,"Didn't try to hard, fuck this problem.",,,V3
11/27/2023,Boulder,the-garden-climbing-mr.-bigglesworth,Mr. Bigglesworth,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V1,7b,13,-,Flash,,Pads,,Too easy.,,,V1
11/27/2023,Boulder,the-garden-climbing-austin-powers,Austin Powers,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V5,7b,31,-,Attempt,,Pads,,Just trying new beta.,,,V5
11/27/2023,Boulder,the-garden-climbing-i'm-calling-the-dab-police,I'm Calling the Dab Police,The Garden Climbing,OR,Garden Main,Dab Shithead,-,V4,7b,25,-,Sent,,Pads,,Wow.,,,V4
11/27/2023,Boulder,the-garden-climbing-approach-to-undertow,Approach to Undertow,The Garden Climbing,OR,Garden Main,Approach Boulder,-,V-Easy,7b,4,-,Flash,,Pads,,Shitter.,,,V-Easy
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-grief-motif,Grief Motif,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V1,7b,13,PG-13,Sent,,Pads,,"Such a high nice climb. Requires a little crack, some trust, and some brushing of shit off holds.",,,V1
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-tricks-are-for-sidekicks,Tricks are for sidekicks,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V4,7b,25,-,Sent,,Pads,,"What a sick line. Start is muscle, and I can only cross. Get up to the good right, left goes to shit, bust for meat hook. So cool. Scary where it needs to be.",,,V5
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-dabby-hard,Dabby Hard,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V8,7b,46,-,Attempt,,Pads,,"Trying a project, didn't pan out, end is too dabby. Huge cross off kneebar though was so cool, pinch match with a heel hook.",,,V8
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-on-the-brink,On the Brink,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V6,7b,38,-,Sent,,Pads,,"Sick compression. Left toe goes towards arete, swaying hips back and forth to unlock hands. Almost didn't get the crimp. Top out was scary. First attempt after seeing beta sent.",,,V6
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-los-polbitos,Los Polbitos,Lewis and Clark State Recreation Site,OR,Manitou Zone,Manitou Boulder,-,V5,7b,31,PG-13,Flash,,Pads,,"Wow, what a mega line. Good rails, until the crux which is a high left foot on a tiny right edge, cross to a sidepull. Mantle just requires a high left and lots of trust. Don't fall.",,,V5
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-little-red-barrette,Little Red Barrette,Lewis and Clark State Recreation Site,OR,Wombat Zone,-,-,V5,7b,31,-,Attempt,,Pads,,Too spooky. Got good beta though with some face feet to make it static.,,,V5
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-persistence-of-memory,Persistence of Memory,Lewis and Clark State Recreation Site,OR,Blackhole Zone,Persistance of Memory,-,V3,7b,21,-,Sent,,Pads,,"Such a cool arete. You stay on the face most of the time, match the jug pocket.",,,V3
11/28/2023,Boulder,lewis-and-clark-state-recreation-site-direct-memory-access,Direct Memory Access,Lewis and Clark State Recreation Site,OR,Blackhole Zone,Persistance of Memory,-,V3,7b,21,-,Sent,,Pads,,"Weird, didn't top but made it to V3.",,,V3
11/29/2023,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,15,"Working the moves again, tried both betas and having no luck. Love the gaston but it's hard. Driving with knee I was told to bump toe. I notice them keeping it in.",,,V10
11/29/2023,Boulder,carver-climbing-club-dolza,Dolza,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,-,V10,7c+,55,-,Attempt,FALSE,Pads,10,"First move is so good. Right foot on first, and twist in.",,,V10
11/29/2023,Boulder,carver-climbing-club-virtues-traverse,Virtues Traverse,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V3,7c+,21,-,Attempt,FALSE,Pads,1,"Actually a lot easier than I thought, just didn't have a headlamp.",,,V3
11/29/2023,Boulder,carver-climbing-club-shitty-backside,Shitty Backside,Carver Climbing Club,OR,Stump Boulders,-,Mountain Project,V1,7c+,13,-,Flash,TRUE,Pads,1,Just fucking arounnd.,,,V1
11/29/2023,Boulder,carver-climbing-club-virtue-signal,Virtue Signal,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V6,7c+,38,-,Attempt,FALSE,Pads,2,"Really weird, hard, bad landing.",,,V6
11/29/2023,Boulder,carver-climbing-club-cedar-project,Cedar Project,Carver Climbing Club,OR,Stump Boulders,Cedar Boulder,Mountain Project,V10,,55,-,Attempt,,Pads,5,Fucked. First move right backflag but impossible.,,,V10
11/29/2023,Boulder,carver-climbing-club-button-hole,Button Hole,Carver Climbing Club,OR,Stump Boulders,Button Boulder,Mountain Project,V2,,17,-,Attempt,,Pads,2,It doesn't go with boots on.,,,V2
12/9/2023,Boulder,columbia-river-gorge-space-pilot,Space Pilot,Columbia River Gorge,WA,Space Pilot,Space Pilot,Sendage,V10,7c+,55,-,Attempt,FALSE,Pads,20,Made some massive links all the way up to pebble move. Drop knee unlocked all the moves I made.,,,V10
12/12/2023,Boulder,the-garden-climbing-trust-issues,Trust Issues,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,,V8-,,45,-,Attempt,,Pads,,"Roped and attempted, still fucking hard.",,,V8-
12/13/2023,Boulder,the-garden-climbing-angry-grandma,Angry Grandma,The Garden Climbing,OR,Garden Main,Angry Grandma Boulder,,V6,,38,-,Attempt,,Pads,,"Roped it and tried the moves. Got last but dry fired, going to last crimp is hard.",,,V6
12/13/2023,Boulder,the-garden-climbing-undertow-sit-(rightside),Undertow Sit (Rightside),The Garden Climbing,OR,Garden Main,Undertow Boulder,,V7,,42,-,Sent,,Pads,,"Finally set, felt way easier.",,,V7
12/13/2023,Boulder,the-garden-climbing-undertow,Undertow,The Garden Climbing,OR,Garden Main,Undertow Boulder,,V3,,21,-,Sent,,Pads,,Sent after sit.,,,V3
12/13/2023,Boulder,the-garden-climbing-i'm-calling-the-dab-police,I'm Calling the Dab Police,The Garden Climbing,OR,Garden Main,I'm Calling the Dab Police Boulder,,V4,,25,-,Sent,,Pads,,Fucking beanie dab.,,,V4
12/13/2023,Boulder,the-garden-climbing-locksmith,Locksmith,The Garden Climbing,OR,Garden Main,Locksmith Boulder,,V4,,25,-,Attempt,,Pads,,"Still scary, still hard. Zach said there are holds on the top. Roped it for the first time but I didn't go up.",,,V4
12/13/2023,Boulder,the-garden-climbing-fern-sully,Fern Sully,The Garden Climbing,OR,Garden Main,Fern Sully Boulder,,V7,,42,-,Attempt,,Pads,,How the fuck do you pull off.,,,V7
12/16/2023,Boulder,berkeley-the-great-stone-face,The Great Stone Face,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V7,,42,-,Attempt,,Pads,15,"Couldn't get it, got to the crux so many times.",,,V7
1/5/2024,Boulder,berkeley-the-great-stone-face,The Great Stone Face,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V7,,42,-,Attempt,,Pads,30,"Made good progress. Couldn't land the cross after hour 1. Did the crux to the top at the start. Found a new beta, left bump all the way out, toe hook for right hand in. I couldn't release right toe anymore, so I dynamically pull into the next crimp releasing the right toe but keeping the left foot on a small tick. Opened hips and was able to hit any move in iso first time.",,,V7
1/6/2024,Boulder,berkeley-anger-management,Anger Management,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V10,,55,-,Attempt,,Pads,3,Tried some of the moves.,,,V10
1/6/2024,Boulder,berkeley-the-great-stone-face,The Great Stone Face,Berkeley,CA,Great Stone Face Park,Great Stone Face,Mountain Project,V7,,42,-,Attempt,,Pads,15,Didn't have enough skin to make much progress. Even left bump beta wasn't going well.,,,V7
1/11/2024,Route,cane-creek-the-lathe-of-heaven,The Lathe of Heaven,Cane Creek,OR,Moondial,-,Mountain Project,5.12a,,40,-,Attempt,,Bolts,1,"Skin was bad, mental was bad, moves were hard.",,,5.12a
1/20/2024,Route,cane-creek-the-lathe-of-heaven,The Lathe of Heaven,Cane Creek,OR,Moondial,-,Mountain Project,5.12a,,40,-,Attempt,,Bolts,1,Barely touched it.,,,5.12a
1/25/2024,Route,smith-rock-state-park-heinous-cling,Heinous Cling,Smith Rock State Park,OR,The Dihedrals,The Dihedrals,Mountain Project,5.12a,,40,-,Attempt,,Bolts,1,"Tried to the first bolt and was pumped, little sketched on top rope.",,,5.12a
1/25/2024,Route,smith-rock-state-park-chain-reaction,Chain Reaction,Smith Rock State Park,OR,The Dihedrals,The Dihedrals,Mountain Project,5.12c,,49,-,Attempt,,Bolts,1,Got to crux and still can't figure it out.,,,5.12c
1/25/2024,Boulder,smith-rock-state-park-jone's-problem,Jone's Problem,Smith Rock State Park,OR,Smith Rock Bouldering,-,Mountain Project,V8,,46,-,Attempt,,Pads,10,"Not enough hip mobility, but super cool.",,,V8
1/30/2024,Boulder,the-garden-climbing-turtle-traverse-(early-exit),Turtle Traverse (Early Exit),The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V4,,25,-,Attempt,,Pads,3,"Did the last part, didn't bother linking it. Hate the moves.",,,V4
1/30/2024,Boulder,the-garden-climbing-turtle-traverse,Turtle Traverse,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V4,,25,-,Attempt,,Pads,15,Finally put this one down with a knee bar.,,,V4
1/30/2024,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,Just redoing moves with Zach.,,,V8
1/30/2024,Boulder,the-garden-climbing-fight-club-eliminate-(missing-teeth),Fight Club Eliminate (Missing Teeth),The Garden Climbing,OR,Garden Main,Fight Club Boulder,-,V8-9,7b,48,-,Attempt,FALSE,Pads,20,"Trying to skip the peanut, I think it goes and I have the dyno so dialed.",,,V8-9
2/1/2024,Boulder,columbia-river-gorge-space-pilot,Space Pilot,Columbia River Gorge,WA,Space Pilot,Space Pilot,Sendage,V10,7c+,55,-,Attempt,FALSE,Pads,20,"Massive progress from middle on, got to second to last hold.",,,V10
2/3/2024,Route,eagles-rest-trailhead---upper-webs-of-connection,Webs of Connection,Eagles Rest Trailhead - Upper,OR,Overstory Wall,Overstory Wall,Mountain Project,5.9,5c,17,-,Lead,TRUE,Bolts,2,Starting easy with Jason. Did a couple laps.,,,5.9
2/3/2024,Route,eagles-rest-trailhead---upper-illusions,Illusions,Eagles Rest Trailhead - Upper,OR,The Studio,The Studio,Mountain Project,5.10b,6a+,23,-,Lead,TRUE,Bolts,2,"Full circle, redemption on this rig. Had to go twice because of beta.",,,5.10b
2/3/2024,Route,eagles-rest-trailhead---upper-tapestry-in-motion,Tapestry in Motion,Eagles Rest Trailhead - Upper,OR,The Studio,The Studio,Mountain Project,5.11a,6c,30,-,Hung,FALSE,Bolts,15,"Harder than I thought, really pumped. Worked sections and got my beta.",,,5.11a
2/4/2024,Boulder,the-garden-climbing-good-warm-up,Good Warm Up,The Garden Climbing,OR,Garden Main,Shark Fin,Mountain Project,V0,4,7,-,Sent,TRUE,Pads,2,Did some repeats for Kiki showing her the beta. Not many holds.,,,V0
2/4/2024,Boulder,the-garden-climbing-leave-it-to-jesus,Leave it to Jesus,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V1,5,13,-,Sent,TRUE,Pads,3,Still a super hefty move. Jug left hand started crossed. Huge move.,,,V1
2/4/2024,Boulder,the-garden-climbing-trust,Trust,The Garden Climbing,OR,Garden Main,Trust Boulder,Mountain Project,V2,5+,17,-,Sent,TRUE,Pads,3,Sent it from the undercling using some nice heels. I like not using the crack. But very reachy.,,,V2
2/4/2024,Boulder,the-garden-climbing-iron-cross,Iron Cross,The Garden Climbing,OR,Garden Main,Trust Boulder,Mountain Project,V2,5+,17,-,Sent,TRUE,Pads,1,"Nice climb, sent it easily.",,,V2
2/4/2024,Boulder,the-garden-climbing-undertow,Undertow,The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,1,"Attempt. After hard session and minimal pads, didn't risk for higher holds. Holy that jug is sharp, friend got huge flapper. Harder than I thought it would be.",,,V3
2/4/2024,Boulder,the-garden-climbing-undertow-sit-(rightside),Undertow Sit (Rightside),The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,1,"Just one try, didn't make it with wrong shoes.",,,V7
